CountryName,CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Afghanistan,AFG,31.13209756,31.47529268,31.83202439,32.20426829,32.59104878,32.98987805,33.39673171,33.80914634,34.22307317,34.6375122,35.05597561,35.48141463,35.91687805,36.36131707,36.81073171,37.25712195,37.69097561,38.10629268,38.49658537,38.86185366,39.20412195,39.52695122,39.83982927,40.1492439,40.45868293,40.77058537,41.08487805,41.399,41.71092683,42.02119512,42.32936585,42.636,42.93973171,43.24209756,43.54265854,43.84090244,44.13680488,44.42980488,44.72134146,45.00985366,45.29285366,45.56726829,45.83314634,46.09243902,46.35119512,46.61641463,46.89909756,47.20531707,47.53856098,47.89885366,
Albania,ALB,62.25436585,63.27346341,64.16234146,64.88709756,65.43768293,65.82943902,66.10007317,66.31180488,66.51643902,66.73846341,66.98943902,67.2655122,67.54446341,67.8135122,68.07226829,68.32582927,68.57770732,68.83434146,69.09963415,69.37707317,69.67404878,70.00046341,70.3512439,70.71541463,71.0764878,71.39758537,71.63736585,71.77492683,71.80936585,71.75421951,71.64543902,71.5314878,71.46521951,71.487,71.61773171,71.87029268,72.24107317,72.69607317,73.19780488,73.72182927,74.23873171,74.72365854,75.16121951,75.54202439,75.85912195,76.112,76.30963415,76.47341463,76.6207561,76.76109756,
Algeria,DZA,46.98539024,47.51836585,48.06885366,48.63982927,49.23080488,49.83829268,50.45434146,51.07292683,51.68958537,52.30278049,52.91802439,53.54129268,54.17907317,54.83531707,55.5095122,56.19556098,56.88339024,57.5654878,58.24087805,58.91407317,59.60368293,60.33631707,61.12556098,61.9685122,62.84917073,63.736,64.58795122,65.36690244,66.04626829,66.61507317,67.07178049,67.42897561,67.71919512,67.976,68.21787805,68.46587805,68.7344878,69.02565854,69.33836585,69.67304878,70.02417073,70.38112195,70.72990244,71.059,71.36490244,71.64614634,71.90529268,72.15090244,72.38904878,72.6227561,
Angola,AGO,32.98534146,33.38621951,33.78709756,34.18795122,34.58831707,34.98917073,35.3915122,35.79585366,36.20119512,36.60604878,37.01141463,37.41929268,37.82621951,38.22765854,38.61565854,38.9792439,39.305,39.58541463,39.81943902,40.00897561,40.16180488,40.29021951,40.41004878,40.52978049,40.6554878,40.78034146,40.89056098,40.97797561,41.04180488,41.0912439,41.14141463,41.20887805,41.31453659,41.47819512,41.71621951,42.05092683,42.50160976,43.06163415,43.71431707,44.43909756,45.20492683,45.97331707,46.71192683,47.39336585,48.00370732,48.53843902,49.00714634,49.43529268,49.84741463,50.25102439,
Argentina,ARG,65.17514634,65.29663415,65.3892439,65.46553659,65.53907317,65.62587805,65.74095122,65.8882439,66.07221951,66.29331707,66.5485122,66.83029268,67.12460976,67.42043902,67.71326829,68.00307317,68.29182927,68.58404878,68.8812439,69.17943902,69.46960976,69.74178049,69.99043902,70.21212195,70.40931707,70.5865122,70.75370732,70.92239024,71.10053659,71.29217073,71.49829268,71.71792683,71.94407317,72.1717561,72.39843902,72.62363415,72.84629268,73.06739024,73.28646341,73.50346341,73.71797561,73.9295122,74.13860976,74.34429268,74.54558537,74.74146341,74.93143902,75.11497561,75.29253659,75.46409756,
Armenia,ARM,65.85395122,66.27546341,66.7014878,67.13002439,67.55809756,67.98473171,68.40939024,68.82663415,69.22641463,69.59870732,69.92443902,70.18304878,70.3675122,70.47931707,70.52397561,70.5275122,70.52346341,70.53641463,70.576,70.63529268,70.68009756,70.65873171,70.53521951,70.29192683,69.93904878,69.50441463,69.03121951,68.57692683,68.19385366,67.91260976,67.7572439,67.73607317,67.82853659,68.0127561,68.27892683,68.62046341,69.02943902,69.49163415,69.98553659,70.4924878,70.98943902,71.45804878,71.88960976,72.27839024,72.61641463,72.90070732,73.13421951,73.32782927,73.49595122,73.64553659,
Aruba,ABW,65.56936585,65.98802439,66.36553659,66.71397561,67.04429268,67.3697561,67.699,68.03468293,68.37714634,68.72841463,69.08614634,69.44609756,69.79865854,70.13965854,70.46529268,70.77780488,71.08082927,71.37770732,71.66978049,71.95285366,72.22014634,72.46234146,72.67319512,72.84902439,72.9897561,73.09797561,73.17936585,73.24270732,73.2962439,73.3444878,73.38997561,73.43312195,73.4717561,73.50531707,73.5357561,73.56360976,73.58943902,73.61480488,73.64229268,73.67539024,73.72009756,73.78239024,73.86419512,73.966,74.0877561,74.22497561,74.37414634,74.52829268,74.68192683,74.83153659,
Australia,AUS,70.81707317,70.97317073,70.94243902,70.91170732,70.88097561,70.8502439,70.8195122,70.86926829,70.91902439,70.96878049,71.01853659,71.06829268,71.45756098,71.84682927,72.23609756,72.62536585,73.01463415,73.34439024,73.67414634,74.00390244,74.33365854,74.66341463,74.90487805,75.14634146,75.38780488,75.62926829,75.87073171,76.15170732,76.43268293,76.71365854,76.99463415,77.27560976,77.37804878,77.87804878,77.87804878,77.82926829,78.07804878,78.4804878,78.63170732,78.93170732,79.23414634,79.63414634,79.93658537,80.23902439,80.4902439,80.84146341,81.04146341,81.29268293,81.39512195,81.54390244,
Austria,AUT,68.58560976,69.57731707,69.3095122,69.44365854,69.92195122,69.72219512,70.04585366,69.91780488,70.05756098,69.83317073,69.89073171,70.06926829,70.41365854,70.97926829,70.96243902,71.08414634,71.55121951,71.89536585,71.96707317,72.28731707,72.42365854,72.75804878,72.89707317,72.96853659,73.52756098,73.74512195,74.22292683,74.66926829,75.14414634,75.24804878,75.53,75.56780488,75.85536585,76.10634146,76.45707317,76.71560976,76.98365854,77.38756098,77.57317073,77.77560976,78.02682927,78.52682927,78.67804878,78.63170732,79.1804878,79.33170732,79.83170732,79.98292683,80.23414634,80.08292683,
Azerbaijan,AZE,60.8362439,61.23917073,61.64458537,62.052,62.45741463,62.86182927,63.26726829,63.66873171,64.05670732,64.41868293,64.73460976,64.98143902,65.14812195,65.23417073,65.24358537,65.18743902,65.08229268,64.95321951,64.8287561,64.72795122,64.68131707,64.71643902,64.83073171,65.00809756,65.22590244,65.42778049,65.54134146,65.52592683,65.36914634,65.08926829,64.74636585,64.42414634,64.2072439,64.15402439,64.28158537,64.57582927,64.994,65.46239024,65.92336585,66.3554878,66.75721951,67.14768293,67.55485366,67.99431707,68.45719512,68.92273171,69.36141463,69.74865854,70.06785366,70.31763415,
"Bahamas, The",BHS,63.22492683,63.5934878,63.95295122,64.30531707,64.64970732,64.97931707,65.28695122,65.56365854,65.80512195,66.01158537,66.18290244,66.32270732,66.43897561,66.54265854,66.64395122,66.75604878,66.88907317,67.04902439,67.23743902,67.45336585,67.69736585,67.96446341,68.24509756,68.52365854,68.78960976,69.02336585,69.20390244,69.32712195,69.39846341,69.42680488,69.43704878,69.45712195,69.515,69.63117073,69.81309756,70.05636585,70.34804878,70.66270732,70.98285366,71.30343902,71.62829268,71.96968293,72.3384878,72.73717073,73.15782927,73.58365854,73.99192683,74.36543902,74.69385366,74.97526829,
Bahrain,BHR,51.77980488,53.20258537,54.62197561,56.01343902,57.35741463,58.63480488,59.8335122,60.95602439,62.00385366,62.97446341,63.86839024,64.68921951,65.4454878,66.14826829,66.80156098,67.41187805,67.98065854,68.50890244,68.99904878,69.45307317,69.8744878,70.26229268,70.6175122,70.94114634,71.23573171,71.5017561,71.73970732,71.95158537,72.13992683,72.30970732,72.46495122,72.60968293,72.74739024,72.88109756,73.01380488,73.14702439,73.2802439,73.41346341,73.54317073,73.67136585,73.79607317,73.91829268,74.03753659,74.15529268,74.27153659,74.38773171,74.50782927,74.63129268,74.75860976,74.88978049,
Bangladesh,BGD,47.75853659,48.23512195,48.80190244,49.41553659,49.98185366,50.22939024,49.8322439,48.66704878,46.78160976,44.36629268,41.88595122,39.93287805,38.96990244,39.25236585,40.7877561,43.33478049,46.44509756,49.53041463,52.12787805,54.04663415,55.23585366,55.80892683,56.08019512,56.30812195,56.58190244,56.95241463,57.42321951,57.93636585,58.44697561,58.95807317,59.47114634,59.98970732,60.51473171,61.04673171,61.58321951,62.12268293,62.66212195,63.19656098,63.72197561,64.23390244,64.73034146,65.20831707,65.66831707,66.10985366,66.53136585,66.93229268,67.31007317,67.66665854,68.00402439,68.32521951,
Barbados,BRB,64.47526829,65.08178049,65.61080488,66.07078049,66.47470732,66.83802439,67.1742439,67.49687805,67.81746341,68.145,68.4875122,68.8485122,69.22,69.59602439,69.97160976,70.34331707,70.70319512,71.04826829,71.375,71.68239024,71.97436585,72.25539024,72.53239024,72.80729268,73.08053659,73.34709756,73.60346341,73.84163415,74.05765854,74.25053659,74.41726829,74.55836585,74.67834146,74.7822439,74.87407317,74.95936585,75.04263415,75.12739024,75.21563415,75.30941463,75.40826829,75.50868293,75.60819512,75.70529268,75.80153659,75.90095122,76.00856098,76.12936585,76.26436585,76.41302439,
Belarus,BLR,68.27387805,68.55592683,68.81204878,69.04421951,69.25643902,69.45819512,69.66197561,69.8737561,70.09346341,70.31504878,70.52287805,70.69580488,70.81831707,70.88092683,70.88373171,70.83287805,70.73858537,70.62202439,70.50436585,70.40170732,70.33465854,70.32480488,70.3704878,70.46202439,70.58517073,70.99268293,71.5495122,70.9902439,71.34146341,71.58780488,70.83658537,70.37804878,70.02195122,68.97073171,68.76829268,68.46097561,68.61219512,68.46097561,68.40731707,67.90731707,68.91219512,68.50731707,68.05609756,68.55365854,68.95609756,68.85121951,69.40487805,70.20341463,70.45609756,70.40731707,
Belgium,BEL,70.07034146,70.08621951,70.1012439,70.13146341,70.18943902,70.28214634,70.40853659,70.558,70.72297561,70.89941463,71.08631707,71.28019512,71.48107317,71.6864878,71.89595122,72.10653659,72.31626829,72.52565854,72.73770732,72.95439024,73.18463415,73.43734146,73.7164878,74.021,74.34385366,74.67104878,74.98560976,75.27256098,75.52302439,75.73656098,75.96829268,76.07073171,76.27073171,76.31707317,76.57073171,76.66829268,76.92195122,77.22195122,77.87317073,78.07073171,78.17317073,78.47317073,78.57560976,78.72926829,78.87804878,79.32764146,79.77723659,79.53414634,79.48292683,79.73658537
Belize,BLZ,60.89585366,61.39180488,61.8984878,62.41543902,62.94360976,63.47741463,64.01217073,64.54173171,65.05797561,65.55987805,66.04395122,66.5127561,66.96843902,67.41260976,67.84580488,68.26656098,68.67436585,69.06819512,69.4454878,69.8057561,70.147,70.46729268,70.76709756,71.04641463,71.30519512,71.54380488,71.76360976,71.96607317,72.15268293,72.32604878,72.48680488,72.63617073,72.77385366,72.901,73.01973171,73.12760976,73.22114634,73.30070732,73.37263415,73.44431707,73.53112195,73.64892683,73.80863415,74.01365854,74.25992683,74.53687805,74.827,75.11185366,75.3775122,75.6185122
Benin,BEN,35.57634146,35.88404878,36.1792439,36.47234146,36.77531707,37.11297561,37.51012195,37.97817073,38.51965854,39.12873171,39.79009756,40.48056098,41.17090244,41.83487805,42.45758537,43.02760976,43.54341463,44.01729268,44.45753659,44.8685122,45.24712195,45.59226829,45.90590244,46.19646341,46.47485366,46.75797561,47.06378049,47.4027561,47.7804878,48.19804878,48.64853659,49.12312195,49.60339024,50.07346341,50.52241463,50.94126829,51.3245122,51.67407317,51.99582927,52.2917561,52.56534146,52.81909756,53.0615122,53.3014878,53.54895122,53.81373171,54.10668293,54.43073171,54.78731707,55.17341463
Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.57670732,78.71907317,78.86143902,79.00380488,79.14617073
Bhutan,BTN,37.07626829,37.3144878,37.57821951,37.86695122,38.18168293,38.52092683,38.88565854,39.27536585,39.68856098,40.12573171,40.58636585,41.072,41.58212195,42.1157561,42.67087805,43.24597561,43.84253659,44.45704878,45.086,45.72339024,46.35921951,46.9834878,47.59070732,48.18241463,48.76212195,49.33936585,49.92570732,50.53614634,51.17970732,51.86287805,52.58963415,53.35895122,54.16378049,54.99412195,55.84697561,56.72339024,57.62943902,58.56214634,59.51004878,60.45609756,61.37421951,62.23731707,63.02680488,63.73160976,64.34821951,64.88063415,65.34239024,65.75909756,66.15131707,66.53204878
Bolivia,BOL,42.65204878,42.96129268,43.27253659,43.58678049,43.9035122,44.21821951,44.52390244,44.82204878,45.11817073,45.42280488,45.75102439,46.12187805,46.54890244,47.04063415,47.60007317,48.22617073,48.91485366,49.64807317,50.40878049,51.18492683,51.96356098,52.7382439,53.50397561,54.25582927,54.98673171,55.68968293,56.36307317,57.00887805,57.6285122,58.21892683,58.77807317,59.30241463,59.79346341,60.25378049,60.68639024,61.09587805,61.48729268,61.86573171,62.2357561,62.60087805,62.96368293,63.32417073,63.67880488,64.0275122,64.36929268,64.70404878,65.03021951,65.34773171,65.65809756,65.96385366
Bosnia and Herzegovina,BIH,60.20736585,60.88185366,61.51882927,62.12478049,62.7057561,63.26929268,63.82246341,64.36734146,64.90741463,65.44568293,65.98660976,66.53212195,67.07865854,67.61763415,68.14046341,68.63158537,69.07190244,69.45292683,69.77173171,70.03241463,70.27358537,70.54807317,70.8754878,71.23936585,71.59529268,71.79507317,71.65092683,71.08241463,70.10336585,68.81402439,67.46685366,66.38568293,65.829,65.94185366,66.7302439,68.06819512,69.71419512,71.34795122,72.7164878,73.714,74.30812195,74.55317073,74.61536585,74.63487805,74.65963415,74.72363415,74.83436585,74.96860976,75.10631707,75.25043902
Botswana,BWA,50.5372439,50.89763415,51.24553659,51.58441463,51.9217561,52.26753659,52.63270732,53.0262439,53.45663415,53.92787805,54.44446341,55.00941463,55.61373171,56.246,56.89573171,57.54697561,58.1867561,58.80309756,59.38902439,59.93856098,60.45921951,60.96595122,61.46926829,61.96665854,62.44563415,62.90014634,63.32419512,63.69178049,63.96297561,64.09639024,64.01717073,63.648,62.966,61.97670732,60.71163415,59.19780488,57.47765854,55.65153659,53.84170732,52.15895122,50.7654878,49.81156098,49.33753659,49.32734146,49.7374878,50.44656098,51.28431707,52.06895122,52.66368293,53.01153659
Brazil,BRA,54.49221951,54.95873171,55.4117561,55.8482439,56.26763415,56.67082927,57.0592439,57.43936585,57.81373171,58.18639024,58.561,58.93880488,59.32039024,59.70480488,60.09443902,60.4885122,60.88665854,61.28858537,61.69217073,62.09543902,62.49658537,62.89443902,63.28790244,63.67629268,64.0597561,64.43934146,64.8164878,65.19346341,65.57260976,65.95436585,66.34073171,66.7342439,67.13341463,67.53680488,67.94087805,68.34063415,68.73156098,69.10909756,69.4712439,69.81446341,70.13826829,70.43963415,70.72409756,70.99614634,71.26178049,71.52953659,71.81092683,72.10995122,72.42709756,72.75980488
Brunei Darussalam,BRN,62.33646341,62.87726829,63.40297561,63.91358537,64.41060976,64.89358537,65.362,65.81690244,66.25880488,66.68821951,67.10514634,67.50960976,67.90309756,68.28507317,68.65807317,69.02158537,69.37609756,69.72212195,70.06114634,70.39268293,70.71721951,71.0357561,71.34829268,71.65382927,71.95436585,72.24890244,72.53843902,72.8234878,73.10404878,73.38109756,73.65365854,73.92321951,74.18878049,74.45082927,74.70987805,74.96741463,75.22392683,75.48090244,75.73636585,75.98834146,76.23234146,76.46490244,76.68104878,76.88080488,77.06263415,77.22858537,77.38060976,77.52419512,77.66229268,77.79792683
Bulgaria,BGR,69.24756098,70.19560976,69.49195122,70.30926829,71.12121951,71.29390244,71.22341463,70.41390244,71.22512195,70.43,71.25634146,70.87365854,70.8995122,71.34219512,71.20804878,71.0497561,71.39487805,70.81609756,71.18463415,71.30829268,71.15756098,71.57195122,71.18609756,71.38634146,71.4997561,71.22804878,71.73073171,71.52682927,71.60439024,71.72243902,71.64146341,71.56097561,71.49439024,71.34682927,71.20878049,71.05341463,70.89731707,70.35121951,71.06097561,71.41219512,71.66341463,71.76829268,71.86585366,72.06585366,72.56341463,72.56097561,72.61219512,72.66341463,72.96341463,73.41219512
Burkina Faso,BFA,35.86314634,36.37460976,36.87756098,37.37502439,37.8664878,38.35743902,38.85087805,39.34982927,39.8567561,40.37368293,40.90112195,41.43856098,41.98397561,42.53341463,43.08336585,43.63480488,44.19026829,44.74621951,45.29619512,45.83014634,46.33160976,46.78504878,47.17995122,47.51134146,47.77821951,47.98158537,48.12843902,48.23382927,48.31521951,48.38463415,48.45304878,48.52741463,48.61173171,48.71002439,48.83082927,48.9797561,49.15943902,49.36997561,49.61034146,49.8854878,50.20129268,50.56556098,50.97763415,51.43236585,51.92221951,52.43519512,52.95790244,53.47695122,53.9824878,54.46604878
Burundi,BDI,41.23653659,41.54846341,41.86687805,42.18829268,42.50670732,42.80614634,43.06758537,43.2835122,43.45397561,43.58843902,43.70592683,43.83443902,43.99797561,44.21402439,44.48804878,44.822,45.21029268,45.62890244,46.05382927,46.46712195,46.85931707,47.2255122,47.55980488,47.84629268,48.0625122,48.16056098,48.08695122,47.83014634,47.40612195,46.84980488,46.22714634,45.62153659,45.11095122,44.7537561,44.57846341,44.5885122,44.75841463,45.02670732,45.33843902,45.67056098,46.00504878,46.33639024,46.67307317,47.02156098,47.38036585,47.75146341,48.13887805,48.54663415,48.9757561,49.42126829
Cambodia,KHM,42.40414634,42.89490244,43.43168293,43.9905122,44.52839024,44.97585366,45.25541463,45.30658537,45.08185366,44.55621951,43.63270732,42.20785366,40.34660976,38.21192683,36.01119512,34.12573171,32.98534146,32.84090244,33.78990244,35.78941463,38.62407317,41.94058537,45.27673171,48.25119512,50.67160976,52.43502439,53.57090244,54.29614634,54.79963415,55.14785366,55.39729268,55.58146341,55.71439024,55.81604878,55.92385366,56.06526829,56.25726829,56.49226829,56.76714634,57.08882927,57.46414634,57.89646341,58.37521951,58.88943902,59.42863415,59.97939024,60.52831707,61.06458537,61.58085366,62.07219512
Cameroon,CMR,41.5237561,41.96534146,42.40595122,42.84356098,43.27865854,43.71517073,44.1585122,44.61363415,45.08456098,45.57178049,46.07639024,46.599,47.13368293,47.67404878,48.21460976,48.74987805,49.27580488,49.78834146,50.28090244,50.74846341,51.18653659,51.59307317,51.96812195,52.30719512,52.60529268,52.85639024,53.054,53.19609756,53.27973171,53.30087805,53.25309756,53.12790244,52.92931707,52.66687805,52.35056098,51.99190244,51.59990244,51.19153659,50.7867561,50.4065122,50.07126829,49.79297561,49.57809756,49.43556098,49.37485366,49.41241463,49.56117073,49.81517073,50.16090244,50.58292683
Canada,CAN,71.13317073,71.34609756,71.36707317,71.38073171,71.77634146,71.87219512,72.00439024,72.20780488,72.35341463,72.50146341,72.7004878,73.02926829,72.93390244,73.16268293,73.23756098,73.52170732,73.85609756,74.21560976,74.5297561,74.86634146,75.07804878,75.47853659,75.6804878,76.03634146,76.31756098,76.30341463,76.44,76.7395122,76.80926829,77.06560976,77.37707317,77.55341463,77.32073171,77.68512195,77.86195122,77.97756098,78.2304878,78.4804878,78.66243902,78.88292683,79.23658537,79.48780488,79.5902439,79.83902439,80.14146341,80.29268293,80.64390244,80.80439024,80.96487805,80.66178049
